Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Possession de biens,Région,Type de contrat,Langue maternelle
44.0,22.0,35422.0,Femme,sans niveau,marié,Urbain,Groupe 2,Aucun,L’Oriental,sans contrat,amazigh
26.0,2.0,14464.0,Homme,fondamental,marié,Urbain,Groupe 3,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
64.0,7.0,21635.0,Femme,supérieur,célibataire,Urbain,Groupe 4,Logement,Marrakech-Safi,sans contrat,amazigh
33.0,46.0,14411.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Souss-Massa,sans contrat,arab
29.0,20.0,15945.0,Femme,fondamental,veuf,Urbain,Groupe 4,Logement,Drâa-Tafilalet,CDI,arab
48.0,25.0,13937.0,Homme,secondaire,divorcé,Urbain,Groupe 6,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
41.0,49.0,49611.0,Femme,sans niveau,marié,Urbain,Groupe 2,Terrain,Dakhla-Oued Ed-Dahab,CDI,amazigh
31.0,7.0,16898.0,Homme,sans niveau,célibataire,Urbain,Groupe 3,Aucun,Casablanca-Settat,sans contrat,arab
62.0,29.0,19539.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDI,arab
42.0,34.0,19317.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,CDI,amazigh
51.0,21.0,51352.0,Homme,supérieur,veuf,Urbain,Groupe 2,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
20.0,36.0,21388.0,Homme,secondaire,marié,Rural,Groupe 3,Logement,Souss-Massa,CDI,amazigh
41.0,17.0,11299.0,Homme,sans niveau,célibataire,Rural,Groupe 4,Logement,Fès-Meknès,CDD,arab
59.0,8.0,20368.0,Homme,secondaire,célibataire,Urbain,Groupe 4,Terrain,Fès-Meknès,CDI,arab
26.0,44.0,21469.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
43.0,39.0,40052.0,Femme,sans niveau,célibataire,Rural,Groupe 1,Aucun,Souss-Massa,sans contrat,arab
37.0,8.0,36125.0,Homme,secondaire,marié,Urbain,Groupe 2,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
57.0,24.0,40948.0,Homme,sans niveau,marié,Urbain,Groupe 2,Aucun,Casablanca-Settat,CDI,arab
27.0,7.0,35438.0,Femme,sans niveau,célibataire,Urbain,Groupe 1,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
36.0,39.0,16789.0,Femme,secondaire,marié,Rural,Groupe 4,Terrain,Béni Mellal-Khénifra,CDI,arab
20.0,15.0,64064.0,Homme,supérieur,marié,Urbain,Groupe 1,Voiture,L’Oriental,CDD,arab
41.0,29.0,51914.0,Homme,fondamental,célibataire,Urbain,Groupe 1,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
22.0,8.0,5058.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Voiture,Rabat-Salé-Kénitra,sans contrat,arab
20.0,24.0,15102.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Marrakech-Safi,CDD,amazigh
44.0,25.0,11249.0,Femme,fondamental,marié,Rural,Groupe 4,Aucun,Drâa-Tafilalet,sans contrat,arab
33.0,6.0,16626.0,Femme,secondaire,veuf,Rural,Groupe 2,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
66.0,4.0,23661.0,Femme,supérieur,marié,Urbain,Groupe 3,Aucun,L’Oriental,CDD,arab
32.0,37.0,24217.0,Homme,supérieur,marié,Rural,Groupe 3,Logement,L’Oriental,CDD,arab
52.0,18.0,54273.0,Femme,secondaire,marié,Urbain,Groupe 1,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
29.0,34.0,16485.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Souss-Massa,sans contrat,arab
58.0,5.0,18657.0,Homme,fondamental,célibataire,Urbain,Groupe 3,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
61.0,48.0,16360.0,Femme,secondaire,marié,Urbain,Groupe 6,Aucun,Rabat-Salé-Kénitra,CDI,arab
43.0,31.0,31582.0,Femme,secondaire,marié,Urbain,Groupe 3,Terrain,Rabat-Salé-Kénitra,CDD,arab
64.0,27.0,11632.0,Femme,sans niveau,marié,Urbain,Groupe 6,Aucun,Rabat-Salé-Kénitra,CDI,arab
51.0,47.0,47925.0,Femme,fondamental,divorcé,Urbain,Groupe 2,Terrain,Béni Mellal-Khénifra,CDD,arab
40.0,14.0,6424.0,Femme,sans niveau,marié,Rural,Groupe 6,Voiture,Drâa-Tafilalet,CDD,arab
48.0,37.0,34573.0,Femme,supérieur,marié,Urbain,Groupe 4,Voiture,Béni Mellal-Khénifra,CDI,arab
67.0,11.0,6174.0,Homme,sans niveau,veuf,Rural,Groupe 6,Logement,Drâa-Tafilalet,CDI,arab
37.0,35.0,16138.0,Homme,secondaire,marié,Urbain,Groupe 6,Logement,Casablanca-Settat,CDI,arab
29.0,21.0,35378.0,Homme,fondamental,célibataire,Urbain,Groupe 2,Logement,Dakhla-Oued Ed-Dahab,CDD,arab
40.0,29.0,8581.0,Femme,secondaire,marié,Rural,Groupe 6,Aucun,Fès-Meknès,CDD,arab
21.0,44.0,64724.0,Femme,sans niveau,marié,Urbain,Groupe 1,Voiture,Souss-Massa,CDD,arab
40.0,30.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,CDI,arab
65.0,7.0,6996.0,Homme,sans niveau,marié,Rural,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
65.0,41.0,13712.0,Homme,fondamental,marié,Urbain,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
18.0,45.0,21715.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Aucun,Drâa-Tafilalet,sans contrat,amazigh
42.0,0.0,24970.0,Homme,fondamental,marié,Urbain,Groupe 2,Voiture,L’Oriental,CDI,arab
19.0,45.0,50871.0,Homme,secondaire,marié,Rural,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
47.0,27.0,13677.0,Femme,secondaire,marié,Rural,Groupe 5,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
20.0,8.0,6932.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Fès-Meknès,CDI,arab
38.0,37.0,21358.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
42.0,23.0,44549.0,Homme,secondaire,célibataire,Urbain,Groupe 2,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
37.0,49.0,50867.0,Homme,fondamental,veuf,Urbain,Groupe 2,Logement,Béni Mellal-Khénifra,CDI,arab
66.0,11.0,14121.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Souss-Massa,sans contrat,arab
69.0,27.0,8490.0,Femme,sans niveau,marié,Rural,Groupe 6,Logement,Rabat-Salé-Kénitra,sans contrat,arab
39.0,43.0,36462.0,Homme,fondamental,célibataire,Rural,Groupe 2,Voiture,Souss-Massa,CDI,arab
38.0,40.0,10366.0,Homme,sans niveau,marié,Rural,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh
50.0,2.0,11597.0,Homme,secondaire,marié,Urbain,Groupe 6,Logement,Dakhla-Oued Ed-Dahab,CDI,arab
69.0,37.0,13751.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Terrain,Souss-Massa,CDD,amazigh
55.0,24.0,12635.0,Femme,sans niveau,marié,Rural,Groupe 4,Terrain,L’Oriental,sans contrat,arab
32.0,14.0,15154.0,Femme,fondamental,marié,Urbain,Groupe 4,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
63.0,25.0,66100.0,Homme,secondaire,célibataire,Urbain,Groupe 1,Voiture,Marrakech-Safi,CDD,amazigh
69.0,16.0,26357.0,Homme,fondamental,marié,Rural,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
32.0,43.0,34005.0,Homme,sans niveau,veuf,Rural,Groupe 2,Terrain,Casablanca-Settat,CDD,arab
63.0,28.0,14421.0,Homme,secondaire,marié,Rural,Groupe 4,Aucun,Fès-Meknès,sans contrat,arab
42.0,32.0,22514.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab
38.0,7.0,22957.0,Homme,secondaire,marié,Urbain,Groupe 3,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
41.0,20.0,13527.0,Homme,supérieur,marié,Rural,Groupe 5,Logement,Fès-Meknès,CDD,arab
22.0,13.0,55668.0,Femme,supérieur,célibataire,Urbain,Groupe 1,Logement,L’Oriental,CDI,arab
23.0,24.0,10787.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Terrain,L’Oriental,sans contrat,amazigh
66.0,30.0,37992.0,Femme,fondamental,marié,Rural,Groupe 1,Voiture,L’Oriental,sans contrat,amazigh
60.0,22.0,14691.0,Femme,secondaire,marié,Urbain,Groupe 6,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
65.0,31.0,19104.0,Homme,sans niveau,marié,Urbain,Groupe 5,Terrain,Casablanca-Settat,CDD,arab
61.0,24.0,17203.0,Femme,sans niveau,veuf,Urbain,Groupe 5,Logement,Fès-Meknès,CDD,arab
64.0,14.0,35971.0,Homme,fondamental,marié,Urbain,Groupe 2,Voiture,Fès-Meknès,CDI,amazigh
40.0,46.0,17416.0,Homme,sans niveau,marié,Urbain,Groupe 3,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
21.0,43.0,20160.0,Femme,fondamental,marié,Urbain,Groupe 4,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
44.0,5.0,11471.0,Femme,fondamental,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDI,arab
35.0,40.0,33864.0,Femme,secondaire,marié,Rural,Groupe 2,Terrain,Souss-Massa,CDI,arab
38.0,10.0,9413.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
45.0,5.0,9893.0,Homme,sans niveau,marié,Urbain,Groupe 6,Logement,Drâa-Tafilalet,sans contrat,amazigh
52.0,16.0,15782.0,Homme,fondamental,marié,Urbain,Groupe 5,Logement,Fès-Meknès,CDI,arab
39.0,40.0,13338.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Souss-Massa,CDD,arab
57.0,15.0,35661.0,Homme,fondamental,marié,Urbain,Groupe 2,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
40.0,39.0,35213.0,Femme,secondaire,marié,Urbain,Groupe 3,Logement,Drâa-Tafilalet,sans contrat,arab
20.0,45.0,20781.0,Femme,fondamental,marié,Urbain,Groupe 5,Voiture,Marrakech-Safi,CDI,arab
57.0,40.0,83822.0,Femme,supérieur,marié,Urbain,Groupe 1,Logement,Marrakech-Safi,CDI,arab
67.0,43.0,24675.0,Homme,fondamental,marié,Urbain,Groupe 4,Logement,Laâyoune-Sakia El Hamra,CDD,arab
27.0,49.0,22594.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
42.0,37.0,35224.0,Homme,secondaire,célibataire,Urbain,Groupe 3,Terrain,Guelmim-Oued Noun,sans contrat,amazigh
69.0,26.0,22194.0,Homme,secondaire,veuf,Urbain,Groupe 4,Aucun,Marrakech-Safi,CDD,arab
66.0,39.0,10007.0,Homme,fondamental,célibataire,Rural,Groupe 6,Terrain,Drâa-Tafilalet,CDI,arab
25.0,39.0,13281.0,Femme,sans niveau,marié,Urbain,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
28.0,45.0,37915.0,Homme,sans niveau,divorcé,Rural,Groupe 2,Voiture,L’Oriental,CDI,arab
22.0,33.0,8246.0,Femme,sans niveau,marié,Rural,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
62.0,24.0,17520.0,Homme,sans niveau,marié,Urbain,Groupe 5,Terrain,L’Oriental,sans contrat,amazigh
54.0,38.0,60316.0,Femme,fondamental,veuf,Urbain,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,CDD,arab
62.0,15.0,20459.0,Homme,secondaire,marié,Urbain,Groupe 4,Terrain,Béni Mellal-Khénifra,CDD,arab
55.0,24.0,12571.0,Homme,fondamental,célibataire,Rural,Groupe 4,Terrain,Drâa-Tafilalet,CDD,arab
46.0,4.0,8963.0,Femme,sans niveau,célibataire,Urbain,Groupe 6,Logement,Drâa-Tafilalet,sans contrat,arab
22.0,7.0,6705.0,Homme,sans niveau,célibataire,Rural,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab
26.0,25.0,10754.0,Homme,fondamental,marié,Rural,Groupe 5,Logement,Rabat-Salé-Kénitra,sans contrat,arab
65.0,23.0,19711.0,Homme,secondaire,célibataire,Urbain,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDD,arab
19.0,18.0,18053.0,Femme,secondaire,marié,Urbain,Groupe 4,Terrain,Souss-Massa,sans contrat,arab
18.0,0.0,15678.0,Femme,supérieur,marié,Rural,Groupe 2,Logement,Fès-Meknès,CDD,arab
57.0,42.0,36428.0,Homme,supérieur,célibataire,Urbain,Groupe 4,Terrain,Drâa-Tafilalet,sans contrat,arab
68.0,1.0,12114.0,Femme,fondamental,célibataire,Urbain,Groupe 4,Logement,Marrakech-Safi,CDD,arab
47.0,18.0,30439.0,Femme,secondaire,marié,Rural,Groupe 1,Aucun,Souss-Massa,CDI,arab
28.0,23.0,17112.0,Femme,sans niveau,marié,Urbain,Groupe 4,Terrain,Souss-Massa,CDD,arab
45.0,5.0,6066.0,Femme,sans niveau,marié,Rural,Groupe 5,Aucun,Guelmim-Oued Noun,CDI,amazigh
61.0,12.0,14358.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Marrakech-Safi,CDD,arab
29.0,39.0,13978.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Terrain,Casablanca-Settat,sans contrat,arab
56.0,29.0,24579.0,Homme,sans niveau,marié,Urbain,Groupe 4,Voiture,Béni Mellal-Khénifra,sans contrat,arab
43.0,48.0,42355.0,Homme,secondaire,célibataire,Urbain,Groupe 3,Voiture,Guelmim-Oued Noun,CDD,arab
30.0,9.0,10829.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDD,amazigh
25.0,14.0,9171.0,Femme,secondaire,célibataire,Rural,Groupe 5,Logement,Fès-Meknès,CDD,arab
45.0,14.0,34999.0,Femme,supérieur,marié,Rural,Groupe 1,Logement,Béni Mellal-Khénifra,CDI,arab
47.0,4.0,55540.0,Homme,supérieur,marié,Urbain,Groupe 1,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab
26.0,34.0,24056.0,Homme,supérieur,marié,Rural,Groupe 3,Voiture,Laâyoune-Sakia El Hamra,CDI,arab
56.0,24.0,50413.0,Homme,secondaire,marié,Urbain,Groupe 2,Logement,Drâa-Tafilalet,CDI,arab
48.0,36.0,10518.0,Homme,fondamental,célibataire,Rural,Groupe 6,Voiture,L’Oriental,sans contrat,arab
38.0,13.0,9470.0,Homme,fondamental,marié,Urbain,Groupe 6,Terrain,Fès-Meknès,CDI,arab
64.0,19.0,19702.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,L’Oriental,CDI,arab
51.0,11.0,14578.0,Homme,supérieur,veuf,Urbain,Groupe 6,Aucun,Casablanca-Settat,sans contrat,arab
48.0,12.0,60831.0,Homme,supérieur,célibataire,Urbain,Groupe 1,Aucun,L’Oriental,CDD,arab
69.0,36.0,32026.0,Femme,secondaire,veuf,Urbain,Groupe 3,Aucun,Drâa-Tafilalet,sans contrat,arab
42.0,5.0,8591.0,Femme,fondamental,marié,Rural,Groupe 3,Logement,Fès-Meknès,CDI,arab
29.0,0.0,46864.0,Femme,supérieur,marié,Urbain,Groupe 1,Logement,L’Oriental,sans contrat,arab
18.0,49.0,28910.0,Homme,supérieur,marié,Urbain,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
39.0,4.0,12378.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Fès-Meknès,CDD,arab
57.0,42.0,25563.0,Homme,fondamental,célibataire,Urbain,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
54.0,0.0,4789.0,Femme,secondaire,célibataire,Rural,Groupe 6,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
64.0,48.0,24847.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Rabat-Salé-Kénitra,CDD,arab
18.0,32.0,20640.0,Femme,secondaire,divorcé,Urbain,Groupe 4,Aucun,L’Oriental,CDD,arab
18.0,34.0,40642.0,Femme,sans niveau,célibataire,Rural,Groupe 1,Voiture,Casablanca-Settat,CDD,arab
59.0,11.0,16569.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,L’Oriental,sans contrat,arab
59.0,36.0,41903.0,Femme,fondamental,célibataire,Urbain,Groupe 2,Aucun,Guelmim-Oued Noun,sans contrat,arab
38.0,4.0,9338.0,Homme,secondaire,marié,Rural,Groupe 4,Voiture,Drâa-Tafilalet,sans contrat,arab
32.0,23.0,9464.0,Femme,sans niveau,marié,Rural,Groupe 5,Aucun,Casablanca-Settat,CDI,amazigh
34.0,40.0,19195.0,Homme,sans niveau,marié,Urbain,Groupe 5,Aucun,Marrakech-Safi,CDD,arab
39.0,44.0,28985.0,Homme,supérieur,marié,Urbain,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
55.0,6.0,20490.0,Homme,sans niveau,marié,Urbain,Groupe 3,Terrain,Casablanca-Settat,CDI,amazigh
52.0,49.0,18063.0,Femme,sans niveau,célibataire,Rural,Groupe 4,Aucun,Souss-Massa,CDD,amazigh
62.0,17.0,18354.0,Homme,secondaire,marié,Urbain,Groupe 5,Terrain,L’Oriental,CDI,amazigh
33.0,7.0,4935.0,Homme,fondamental,célibataire,Rural,Groupe 6,Voiture,Marrakech-Safi,CDI,arab
25.0,7.0,20685.0,Homme,secondaire,célibataire,Urbain,Groupe 3,Terrain,Drâa-Tafilalet,CDI,arab
64.0,18.0,35043.0,Homme,fondamental,marié,Urbain,Groupe 2,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
34.0,12.0,8634.0,Homme,secondaire,marié,Rural,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
34.0,1.0,9755.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
43.0,31.0,11041.0,Femme,supérieur,marié,Rural,Groupe 6,Logement,Drâa-Tafilalet,sans contrat,arab
30.0,34.0,19956.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Terrain,Béni Mellal-Khénifra,sans contrat,arab
34.0,38.0,20363.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Souss-Massa,CDI,amazigh
55.0,2.0,11656.0,Homme,supérieur,marié,Rural,Groupe 4,Logement,Marrakech-Safi,CDD,arab
34.0,33.0,49676.0,Homme,secondaire,marié,Urbain,Groupe 2,Logement,Souss-Massa,sans contrat,arab
65.0,9.0,11911.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab
31.0,35.0,13214.0,Femme,sans niveau,marié,Rural,Groupe 5,Logement,Casablanca-Settat,sans contrat,arab
62.0,15.0,24513.0,Homme,fondamental,célibataire,Rural,Groupe 1,Terrain,Guelmim-Oued Noun,CDI,arab
23.0,16.0,9458.0,Femme,sans niveau,marié,Rural,Groupe 4,Terrain,Fès-Meknès,sans contrat,arab
52.0,45.0,49590.0,Femme,sans niveau,marié,Urbain,Groupe 2,Terrain,Fès-Meknès,sans contrat,amazigh
63.0,12.0,10636.0,Homme,fondamental,marié,Urbain,Groupe 6,Voiture,Souss-Massa,CDI,arab
31.0,15.0,19777.0,Femme,supérieur,célibataire,Urbain,Groupe 4,Aucun,Marrakech-Safi,CDD,arab
64.0,47.0,24733.0,Homme,sans niveau,marié,Urbain,Groupe 4,Aucun,Guelmim-Oued Noun,CDI,arab
25.0,41.0,20851.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Logement,Guelmim-Oued Noun,CDD,arab
32.0,42.0,42675.0,Femme,sans niveau,célibataire,Rural,Groupe 1,Terrain,Fès-Meknès,sans contrat,arab
44.0,33.0,35165.0,Femme,secondaire,marié,Urbain,Groupe 3,Voiture,Drâa-Tafilalet,CDD,arab
30.0,20.0,8699.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Souss-Massa,sans contrat,amazigh
66.0,20.0,19615.0,Femme,fondamental,marié,Urbain,Groupe 3,Aucun,L’Oriental,sans contrat,arab
48.0,8.0,50544.0,Homme,secondaire,marié,Urbain,Groupe 1,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
52.0,12.0,13596.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,L’Oriental,CDI,arab
23.0,10.0,11934.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Drâa-Tafilalet,sans contrat,arab
22.0,25.0,23096.0,Homme,sans niveau,marié,Rural,Groupe 2,Terrain,Béni Mellal-Khénifra,CDI,arab
39.0,35.0,18544.0,Homme,sans niveau,marié,Urbain,Groupe 5,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
66.0,19.0,15290.0,Femme,sans niveau,marié,Urbain,Groupe 5,Terrain,Souss-Massa,CDI,arab
40.0,17.0,16963.0,Homme,sans niveau,marié,Urbain,Groupe 5,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
42.0,25.0,16788.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Souss-Massa,CDI,arab
51.0,6.0,15052.0,Homme,sans niveau,marié,Rural,Groupe 2,Aucun,Drâa-Tafilalet,sans contrat,arab
43.0,12.0,48768.0,Homme,sans niveau,marié,Urbain,Groupe 1,Voiture,Guelmim-Oued Noun,CDD,arab
64.0,29.0,42967.0,Homme,sans niveau,marié,Urbain,Groupe 2,Terrain,Béni Mellal-Khénifra,CDD,arab
22.0,17.0,11225.0,Homme,sans niveau,marié,Rural,Groupe 4,Voiture,Laâyoune-Sakia El Hamra,sans contrat,amazigh
43.0,12.0,14833.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Drâa-Tafilalet,CDD,arab
37.0,29.0,18510.0,Femme,sans niveau,veuf,Urbain,Groupe 5,Voiture,Dakhla-Oued Ed-Dahab,CDI,amazigh
23.0,45.0,33059.0,Homme,supérieur,marié,Urbain,Groupe 4,Terrain,Casablanca-Settat,CDD,arab
23.0,14.0,8136.0,Femme,fondamental,marié,Urbain,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
67.0,47.0,31523.0,Femme,secondaire,marié,Urbain,Groupe 4,Logement,Souss-Massa,CDD,arab
35.0,19.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 4,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
21.0,0.0,12840.0,Femme,secondaire,marié,Urbain,Groupe 5,Voiture,Souss-Massa,CDI,arab
34.0,30.0,19802.0,Femme,secondaire,marié,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
31.0,7.0,18652.0,Homme,fondamental,marié,Rural,Groupe 1,Logement,L’Oriental,sans contrat,arab
31.0,44.0,16978.0,Femme,fondamental,célibataire,Rural,Groupe 4,Logement,L’Oriental,CDI,arab
30.0,31.0,11497.0,Homme,supérieur,marié,Rural,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
24.0,13.0,10853.0,Femme,sans niveau,marié,Rural,Groupe 3,Terrain,Béni Mellal-Khénifra,CDI,amazigh
61.0,44.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 3,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
32.0,3.0,6775.0,Femme,sans niveau,marié,Rural,Groupe 4,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab
36.0,16.0,23841.0,Femme,secondaire,marié,Urbain,Groupe 3,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
60.0,13.0,18362.0,Femme,fondamental,marié,Rural,Groupe 2,Logement,Guelmim-Oued Noun,CDD,arab
64.0,43.0,16748.0,Femme,supérieur,marié,Rural,Groupe 5,Aucun,Guelmim-Oued Noun,CDI,arab
61.0,4.0,3823.0,Femme,fondamental,célibataire,Rural,Groupe 6,Aucun,L’Oriental,sans contrat,arab
52.0,36.0,17022.0,Homme,fondamental,marié,Rural,Groupe 4,Voiture,Guelmim-Oued Noun,CDI,arab
34.0,22.0,15307.0,Femme,fondamental,marié,Urbain,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
52.0,43.0,60617.0,Homme,fondamental,veuf,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
36.0,15.0,19354.0,Homme,secondaire,célibataire,Urbain,Groupe 4,Terrain,Casablanca-Settat,CDI,arab
37.0,30.0,18641.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Aucun,Drâa-Tafilalet,CDI,amazigh
53.0,18.0,38017.0,Homme,fondamental,célibataire,Urbain,Groupe 2,Logement,Marrakech-Safi,sans contrat,arab
52.0,4.0,9328.0,Femme,sans niveau,célibataire,Urbain,Groupe 6,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
49.0,2.0,14439.0,Femme,fondamental,marié,Rural,Groupe 1,Aucun,Casablanca-Settat,CDD,amazigh
65.0,13.0,5208.0,Femme,fondamental,célibataire,Rural,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
61.0,14.0,21526.0,Femme,supérieur,célibataire,Urbain,Groupe 5,Voiture,Rabat-Salé-Kénitra,sans contrat,amazigh
57.0,31.0,18771.0,Homme,supérieur,célibataire,Rural,Groupe 4,Terrain,L’Oriental,CDI,amazigh
41.0,8.0,15522.0,Femme,fondamental,marié,Urbain,Groupe 3,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
34.0,43.0,62338.0,Femme,sans niveau,marié,Urbain,Groupe 1,Logement,Fès-Meknès,CDI,arab
24.0,41.0,52286.0,Femme,secondaire,célibataire,Urbain,Groupe 2,Voiture,Rabat-Salé-Kénitra,sans contrat,arab
60.0,11.0,9677.0,Homme,sans niveau,divorcé,Rural,Groupe 4,Aucun,Béni Mellal-Khénifra,CDI,amazigh
67.0,20.0,6936.0,Homme,fondamental,célibataire,Rural,Groupe 6,Terrain,Béni Mellal-Khénifra,sans contrat,amazigh
18.0,3.0,4340.0,Homme,sans niveau,célibataire,Rural,Groupe 6,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
52.0,46.0,16468.0,Homme,sans niveau,célibataire,Rural,Groupe 5,Terrain,Marrakech-Safi,sans contrat,arab
49.0,44.0,30401.0,Femme,fondamental,célibataire,Urbain,Groupe 3,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
53.0,38.0,15337.0,Homme,fondamental,marié,Rural,Groupe 4,Aucun,Béni Mellal-Khénifra,sans contrat,arab
30.0,37.0,47868.0,Homme,supérieur,célibataire,Rural,Groupe 1,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab
23.0,39.0,14712.0,Homme,fondamental,marié,Rural,Groupe 5,Voiture,Rabat-Salé-Kénitra,sans contrat,arab
